face,sides,joins,angle,vector
0,4,[1],"[0.0, 120.0]","[0.0905155, -0.7253929, 0.2576029]"
1,4,[0],"[120.0, 120.0]","[-0.12648524, 0.64331806, 0.24009295]"

