face,sides,joins,angle,vector
0,4,[1],"[120.0, 90.0]","[-0.16851851, 0.6232666, 0.24549851]"
1,4,[0],"[0.0, 90.0]","[0.14392431, -0.35789266, 0.38648582]"

