face,polygon,joins,angle,vector
0,"(297.42207792207796, 68.85064935064923)",1,2.3499289538550965,-0.7504718
,"(192.22727272727272, 266.2532467532467)",,,0.18477796
,"(307.1623376623376, 350.66883116883116)",,,0.27607962
1,"(297.42207792207796, 68.85064935064923)",0,2.3499289538550965,0.7625911
,"(307.1623376623376, 350.66883116883116)",,,0.13693404
,"(425.9935064935065, 263.6558441558441)",,,0.26849145
