face,polygon,joins,angle,vector
0,"(300.01948051948057, 67.55194805194796)",1,1.9449441823528688,0.36628705
,"(237.0324675324675, 340.27922077922074)",,,0.7070375
,"(418.2012987012987, 314.3051948051948)",,,0.1641898
1,"(300.01948051948057, 67.55194805194796)",0,1.9449441823528688,-0.25244808
,"(220.79870129870127, 222.09740259740255)",,,-0.13838774
,"(237.0324675324675, 340.27922077922074)",,,0.3453772
