face,polygon,joins,angle,vector
0,"(277.9415584415584, 74.6948051948051)",1,1.857974087113051,-0.3266635
,"(194.82467532467533, 228.590909090909)",,,-0.27323034
,"(207.8116883116883, 345.47402597402595)",,,0.35203654
1,"(277.9415584415584, 74.6948051948051)",0,1.857974087113051,0.14947718
,"(207.8116883116883, 345.47402597402595)",,,0.3821626
,"(393.52597402597405, 318.20129870129864)",,,0.22686324
