face,polygon,joins,angle,vector
0,"(288.33116883116884, 78.59090909090901)",1,2.224105130367425,-0.47919232
,"(197.42207792207793, 332.4870129870129)",,,0.4926171
,"(379.2402597402597, 346.1233766233766)",,,0.21182226
1,"(288.33116883116884, 78.59090909090901)",0,2.224105130367425,0.6116193
,"(379.2402597402597, 346.1233766233766)",,,-0.12452145
,"(401.31818181818187, 238.98051948051943)",,,0.26992992
