face,polygon,joins,angle,vector
0,"(283.1363636363636, 70.14935064935054)",1,2.3872138786807695,-0.70805544
,"(171.44805194805193, 296.12337662337654)",,,0.2570206
,"(324.6948051948052, 348.7207792207792)",,,0.23946741
1,"(283.1363636363636, 70.14935064935054)",0,2.3872138786807695,0.77955663
,"(324.6948051948052, 348.7207792207792)",,,-0.0130721
,"(400.01948051948057, 246.7727272727272)",,,0.30520067
