face,polygon,joins,angle,vector
0,"(299.3701298701299, 68.85064935064923)",1,2.3904605852342913,-0.76989
,"(190.92857142857142, 267.551948051948)",,,0.17140211
,"(305.21428571428567, 351.31818181818176)",,,0.2665236
1,"(299.3701298701299, 68.85064935064923)",0,2.3904605852342913,0.7694453
,"(305.21428571428567, 351.31818181818176)",,,0.14104423
,"(425.9935064935065, 263.6558441558441)",,,0.25404716
