face,polygon,joins,angle,vector
0,"(285.73376623376623, 66.25324675324666)",1,2.1416941270601204,-0.6962459
,"(187.0324675324675, 246.7727272727272)",,,0.0778724
,"(244.82467532467533, 342.2272727272727)",,,0.31163415
1,"(285.73376623376623, 66.25324675324666)",0,2.1416941270601204,0.5513853
,"(244.82467532467533, 342.2272727272727)",,,0.3234148
,"(405.2142857142858, 290.9285714285714)",,,0.2421831
