face,polygon,joins,angle,vector
0,"(311.7077922077922, 68.85064935064923)",,,0.35402036
,"(235.08441558441555, 340.27922077922074)",,,0.6668002
,"(416.9025974025974, 310.4090909090909)",,,0.15132718
