face,polygon,joins,angle,vector
0,"(292.8766233766234, 75.9935064935064)",1,2.119660907322303,-0.6869518
,"(201.31818181818178, 254.564935064935)",,,0.10277376
,"(268.20129870129875, 364.30519480519473)",,,0.3179236
1,"(292.8766233766234, 75.9935064935064)",0,2.119660907322303,0.5288376
,"(268.20129870129875, 364.30519480519473)",,,0.2655194
,"(428.5909090909091, 297.42207792207785)",,,0.25104985
