face,polygon,joins,angle,vector
0,"(281.18831168831167, 75.34415584415575)",1,2.406211883796048,-0.7901138
,"(176.64285714285714, 284.4350649350649)",,,0.15174966
,"(292.8766233766234, 366.2532467532467)",,,0.2738559
1,"(281.18831168831167, 75.34415584415575)",0,2.406211883796048,0.75099224
,"(292.8766233766234, 366.2532467532467)",,,0.1195133
,"(413.0064935064935, 279.24025974025966)",,,0.254788
